selection_id,entry_id,projection_id,choice
2cae7db3-dbf1-4079-890f-744bfa50a7c5,7cc76eb1-2d29-460a-8d78-fccd2f0326aa,e57f63d9-119b-4219-bfc3-43e7ae90c101,true
5fbc8349-fa60-4d22-9ca2-f385b0680b56,81d43346-2d07-4413-a55f-f4e3c7e1ec92,86935270-1288-4bc2-85a6-9a36b6e58c63,true
7a561ec3-0f85-4067-bf75-dd66a74cd0a7,76697445-4472-47c0-b9fd-d11b59fa3f65,86935270-1288-4bc2-85a6-9a36b6e58c63,true
e6649acc-582b-4a35-b33c-28ca40b83fcc,5df80f52-150d-41a9-924c-18e1b7079e1f,0e76b2d2-effc-4318-be12-b7b58de73a3f,true
1bce7807-97cd-4a1a-924c-9542252989fe,c0968614-0327-45af-a953-694258d77e5a,86935270-1288-4bc2-85a6-9a36b6e58c63,true
9aa5b88d-8ef8-498f-9e9e-aa8b01f9563f,c0968614-0327-45af-a953-694258d77e5a,bb746e6d-e650-4ce3-9146-4bba23badb1b,false
f24ee61a-9096-4496-92ad-41c54e2d8ab9,3bc94c3b-9b36-4584-b3f1-647e80a986d6,4f9684f9-2b23-45e3-b84e-6a031815b4fc,false
b98c750b-c720-475c-ba65-5724ac493c2e,7b74555c-4d57-4f3c-96cd-efdb0c5838d9,b7695534-df64-45dd-afde-42d45c11c7a9,false
fbf1e53f-c308-4633-85df-9580255d2777,76697445-4472-47c0-b9fd-d11b59fa3f65,0e76b2d2-effc-4318-be12-b7b58de73a3f,true
695a9994-788c-4dc2-9c31-77402b4659b8,81d43346-2d07-4413-a55f-f4e3c7e1ec92,0e76b2d2-effc-4318-be12-b7b58de73a3f,false
725bab89-213e-465c-836e-c1957651b539,4e9cc45e-0e6d-4b61-a2bc-ac52cb8e3d28,44bfe57d-a00e-45ce-b5e4-0034076bcc5a,false
01ffb717-403b-43d7-8ad9-99e544f36115,4e9cc45e-0e6d-4b61-a2bc-ac52cb8e3d28,65548584-0ede-4972-8b77-6a1f5d6a1bcc,true
